NCT ID,Title,Status,Phases,Study Type,Enrollment Count,Enrollment Type,Principal Investigators,Start Date,Completion Date,Primary Completion Date,Sponsor,Collaborators,Conditions,Interventions,Minimum Age,Maximum Age,Gender,Brief Summary,Detailed Description,Study URL,Tags,Age Group,Tumor Type,Surgery Category
NCT02379572,Impact of iMRI on the Extent of Resection in Patients With Newly Diagnosed Glioblastomas - A Prospective Multicenter Parallel Group Clinical Trial,COMPLETED,['NA'],INTERVENTIONAL,315,ACTUAL,"Constantin Roder, Dr. (University Hospital Tuebingen, Department of Neurosurgery)",2015-06,7/1/2021,2020-06,University Hospital Tuebingen,,Glioblastoma,iMRI-guided surgery; 5-ALA-guided surgery,18 years,80 years,ALL,"Standard treatment of glioblastomas (GBMs) consists of microsurgical resection followed by concomitant chemoradiation. The extent of resection is one of the most important prognostic factors with significant influence on the survival of patients. State of the art technique to achieve the most radical resection possible in conventional surgery is fluorescence-guidance with 5-aminolevulinic acid (5-ALA). If available, intraoperative MRI (iMRI)-guided tumor resection enables an intraoperative resection control and subsequent continuation of surgery if contrast enhancing tumor remnants are found. Therefore a more radical resection and longer survival of patients might be possible. To date no comparison of these two leading technologies for GBM-surgery is available to identify the best surgical therapy of this fatal disease and to justify significant healthcare-economic differences between both technologies.

Goal of this study is to assess the value of iMRI guidance in the resection of GBMs in comparison to conventional 5-ALA microsurgery. Primary endpoint is the number of total resections (no residual contrast enhancement) in the postoperative MRI (T1+CM within 48 hours after surgery) in each group. Secondary endpoints are perioperative clinical data, progression free survival, patients' clinical condition and overall survival.

The study design was chosen to be a parallel-group approach to compare iMRI and 5-ALA centers (n=13) to exclude possible bias which might be found by randomizing patients within individual iMRI centers and to have surgeons with the most experience possible in use of each respective technology.",,https://clinicaltrials.gov/study/NCT02379572,imaging; surgery,Adult,Unclear,Post-Surgery
NCT02120287,Multicenter Phase II Study of Border Zone Stereotactic Radiosurgery With Bevacizumab in Patients With Recurrent or Progressive Glioblastoma Multiforme,COMPLETED,['PHASE2'],INTERVENTIONAL,16,ACTUAL,"Ajay Niranjan, MD (University of Pittsburgh Medical Center)",2014-05,3/31/2018,3/31/2018,Ajay Niranjan,"Genentech, Inc.",Glioblastoma Multiforme; Glioblastoma - Category,Bevacizumab; Magnetic Resonance Spectroscopy (MRS); Border Zone Stereotactic Radiosurgery (BZ-SRS),18 years,,ALL,This is a phase II study on the usage of stereotactic Gamma Knife radiosurgery as a boost to the tumor bed border zone in conjunction with the usage of bevacizumab.,"Glioblastoma Multiforme (GBM) is the most common primary brain tumor in adults. Unfortunately, despite aggressive surgery, radiation therapy (RT) and chemotherapy, the prognosis for this disease is poor. It is our hypothesis that GBM is a ""local"" disease wherein treatment failure is due to failure to eradicate tumor cells in the pathways along which the tumor eventually spreads (the ""border zone"").

The investigators hypothesize that treatment volume escalation will be successful at improving overall survival in patients with GBM when appropriate targeting and precision dose delivery is performed in a single treatment session. The 'border zone' of the tumor will be targeted for SRS (defined as a combination of the MRI volume of gadolinium enhancement plus up to 2 cm of the surrounding T2 volume). This represents the volume of tumor infiltrated white matter and is the route of GBM spread. Bevacizumab, a monoclonal antibody to vascular endothelial growth factor (VEGF), has been used with safety and clinical success with concomitant chemotherapy in solid tumors, including GBM.

The investigators further hypothesize that a combined approach of SRS with this VEGF inhibitor will be an effective strategy for GBM because bevacizumab will maximize the effects of radiation in the treated volume and potentially reduce radiation toxicity in the adjacent brain.",https://clinicaltrials.gov/study/NCT02120287,imaging; chemotherapy,Adult,Unclear,Surgery
NCT00253487,"A Pilot Study of Temozolomide and O-Benzylguanine for Treatment of High-Grade Glioma, Using Autologous Peripheral Blood Stem Cells Genetically Modified for Chemoprotection",COMPLETED,['NA'],INTERVENTIONAL,,,"Lars M. Wagner, MD (Children's Hospital Medical Center, Cincinnati)",2005-08,2012-08,2012-08,"Children's Hospital Medical Center, Cincinnati",National Cancer Institute (NCI),Brain and Central Nervous System Tumors,O6-benzylguanine; busulfan; temozolomide; adjuvant therapy; autologous bone marrow transplantation; conventional surgery; peripheral blood stem cell transplantation; radiation therapy,5 years,55 years,ALL,"RATIONALE: Drugs used in chemotherapy, such as temozolomide, busulfan, and O6-benzylguanine, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more tumor cells. O6-benzylguanine may also help temozolomide work better by making tumor cells more sensitive to the drug. Radiation therapy uses high-energy x-rays to kill tumor cells. Giving chemotherapy with a peripheral stem cell transplant or bone marrow transplant, using stem cells from the patient that are genetically-modified in the laboratory to protect them from the side effects of chemotherapy, may allow more chemotherapy to be given so that more tumor cells are killed. Giving combination chemotherapy and radiation therapy together with a peripheral stem cell transplant or bone marrow transplant may kill more tumor cells.

PURPOSE: This clinical trial is studying how well giving combination chemotherapy together with radiation therapy works in treating younger patients who are undergoing an autologous stem cell transplant for newly diagnosed gliomas.","OBJECTIVES:

Primary

* Determine the safety and feasibility of a conditioning regimen comprising temozolomide, radiotherapy, and busulfan followed by an infusion of autologous stem cells genetically modified with the MGMT gene and temozolomide and O6-benzylguanine in younger patients with newly diagnosed high-grade gliomas.

Secondary

* Determine the tolerability of intrapatient dose escalation of temozolomide, in terms of transgene expression, in patients treated with this regimen.
* Determine, preliminarily, the antitumor activity of this regimen in these patients.

OUTLINE: This is a pilot study.

* Surgery: Patients undergo biopsy or surgical debulking of the tumor. Two to six weeks later, patients proceed to stem cell mobilization and apheresis.
* Autologous stem cell mobilization and apheresis: Patients receive filgrastim (G-CSF) subcutaneously or IV once daily for at least 4 days before apheresis and continuing until apheresis is complete. Patients undergo apheresis for up to 4 consecutive days until a target number of 5 X 10\^6 CD34-positive peripheral blood stem cells (PBSCs) are collected. Patients with insufficient numbers of PBSCs either undergo bone marrow harvest to collect a sufficient number of cells or are removed from the study. The cells are selected for CD34-positive cells which are cryopreserved for later use. Patients then proceed to chemoradiotherapy.
* Chemoradiotherapy: Patients receive oral temozolomide once daily on days 1-42 and undergo radiotherapy once daily, 5 days a week, for 6 weeks. Four to eight weeks later, patients proceed to the low-intensity, nonmyeloablative conditioning regimen.
* Autologous PBSC or bone marrow transduction: Peripheral blood or bone marrow CD34-positive stem cells are transduced with the MGMT gene on day -4.
* Low-intensity, nonmyeloablative conditioning regimen: Patients receive busulfan IV over 2 hours on days -3 and -2. Patients then proceed to autologous PBSC or bone marrow infusion.
* Autologous PBSC or bone marrow infusion: Patients undergo autologous stem cell infusion using transduced PBSCs or bone marrow on day 0. Three to six weeks later, patients proceed to chemotherapy.
* Chemotherapy: Patients receive O6-benzylguanine IV over 1 hour followed by oral temozolomide once daily on days 1-5. Treatment repeats every 4 weeks for up to 6 courses in the absence of disease progression or unacceptable toxicity. Patients experiencing unacceptable toxicity due to O6-benzylguanine may receive temozolomide alone. Patients not experiencing dose-limiting toxicity and who have at least 5% transduced neutrophils by peripheral blood analysis after course 1 receive escalating doses (intrapatient) of temozolomide during courses 2-6. Some patients undergo second-look surgery after the first course of chemotherapy.

After completion of study therapy, patients are followed monthly for 3 months, every 3 months for 3 years, every 6 months for 4 years, and then annually thereafter.

PROJECTED ACCRUAL: A total of 10 patients will be accrued for this study within 1-2 years.",https://clinicaltrials.gov/study/NCT00253487,surgery; chemotherapy,Mixed,Primary,Post-Surgery
NCT03538587,Feasibility and Preliminary Efficacy of an Enhanced Mindfulness Intervention for Children and Young Adults With High Grade or High-Risk Cancer and Their Caregivers: A Pilot Randomized Controlled Trial,COMPLETED,['NA'],INTERVENTIONAL,10,ACTUAL,"Staci M Peron, Ph.D. (National Cancer Institute (NCI))",1/29/2019,9/13/2022,9/13/2022,National Cancer Institute (NCI),,Glioblastomas; Sarcoma; Astrocytoma; Brain Cancer; Leukemia,Enhanced Mindfulness Intervention; Psychoeducation,5 years,24 years,ALL,"Background:

People cope with cancer in different ways. Mindfulness means focusing on the present moment with an open mind. Researchers want to see if this can help children and young adults with a high-grade high-risk cancer with poor prognosis.

Objective:

To learn if mindfulness is feasible and acceptable for children and young people with high-grade high-risk cancer with poor prognosis and their caregivers.

Eligibility:

Children ages 5-24 with a high-grade or high-risk cancer, with a caregiver who agrees to do the study

Must have internet access (participants may borrow an iPod for the study)

Must speak English

Design:

All participants will complete questionnaires. These will be about feelings, physical well-being, quality of life, and mindfulness.

Researchers will review children's medical records.

Participants will be randomly put in the mindfulness group or the standard care group.

Participants in the standard care group will:

Get general recommendations for coping with cancer

Have check-in sessions 1 and 3 weeks after starting. These will last about 10 minutes each.

After participants finish the standard care group, they may be able to enroll in the mindfulness group.

Participants in the mindfulness group will:

Attend an in-person mindfulness training session. The child participant will meet with one research team member for 90 minutes while the parent participant meets with another. Then they will come together for a half hour.

Practice mindfulness exercises at least 4 days a week for 8 weeks.

Be asked to respond to weekly emails or texts asking about their mindfulness practice

Get a mindfulness kit with things to help them do their mindfulness activities at home.

Have a 30-minute check-in with their coach 1 and 3 weeks after starting. This can be in person or by video chat.

All participants (from both groups) will be asked to answer follow-up questions about 8 and 16 weeks after starting the study. Participants will be paid $20 for each set of questionnaires they complete to thank them for their time.

...","Background

* Children and young adults diagnosed with a high-grade or high-risk cancer (e.g., diffuse intrinsic pontine glioma, glioblastoma multiforme, relapsed-refractory leukemia, refractory metastatic sarcomas) face a poor prognosis given limited curative options.
* Recent research has indicated that this population of patients and their parents experience elevated stress and poorer health-related quality of life (HRQL) relative to normative samples.
* Recently published psychosocial standards of care in pediatric oncology strongly recommend that children diagnosed with cancer and their caregivers receive early and continued assessment of their wellbeing and have access to interventions to optimize functioning and HRQL. In addition, there is increasing recognition of the importance of palliative interventions early in the disease trajectory.
* Despite this recommendation, minimal research has examined supportive care interventions for this population early in the disease trajectory.
* Mindfulness-based interventions (MBIs) have empirical support for their feasibility and efficacy in alleviating emotional distress and physical symptoms in children and adults with chronic health conditions, including terminally-ill patients and their caregivers.

Objectives

-To assess the feasibility of an enhanced mindfulness intervention (EMI) in children and young adults (ages 5-24 years) with a high-grade or high-risk cancer with poor prognosis and one of their primary caregivers.

Eligibility

* Children and young adults ages 5-24 years and a parent or adult primary caregiver
* Diagnosis of a high-grade or high-risk cancer with poor prognosis
* English speaking
* Must have access to a mobile device or computer with internet.
* Potential participants will be excluded if there is evidence of pre-morbid severe cognitive or psychiatric disability in parent or child that would impair their capacity for participation, or if there is evidence of clinical disease progression at the time of referral to this study, such that it would prevent the child from engaging in the intervention.

Design

* This is a pilot randomized controlled trial that will compare feasibility and preliminary efficacy of an 8-week enhanced mindfulness intervention (EMI) group (n=10 dyads) compared to a psychoeducation control group (n=10 dyads).
* All participants will complete measures of feasibility (primary outcome) and exploratory outcomes at baseline and following the 8-week intervention. Exploratory measures will include emotional (e.g., depression, anxiety) and physical (e.g., pain, fatigue) wellbeing, as well as baseline mindfulness/self-compassion.
* The 8-week EMI will consist of one initial in-person session with the child and parent, a series of at-home assignments, and two booster sessions. The psychoeducation group will be given educational material about coping with cancer.
* The psychoeducation group will be offered the opportunity to participate in the EMI 8 weeks post-baseline",https://clinicaltrials.gov/study/NCT03538587,pediatric,Mixed,Metastatic,Unclear
NCT02667587,A Randomized Phase 3 Single Blind Study of Temozolomide Plus Radiation Therapy Combined With Nivolumab or Placebo in Newly Diagnosed Adult Subjects With MGMT-Methylated (Tumor O6-methylguanine DNA Methyltransferase) Glioblastoma,COMPLETED,['PHASE3'],INTERVENTIONAL,716,ACTUAL,,5/9/2016,4/9/2024,12/22/2020,Bristol-Myers Squibb,Ono Pharmaceutical Co. Ltd,Brain Neoplasms,Nivolumab; Temozolomide; Radiotherapy; Nivolumab Placebo,18 years,,ALL,The purpose of this study is to evaluate patients with glioblastoma that is MGMT-methylated (the MGMT gene is altered by a chemical change). Patients will receive temozolomide plus radiation therapy. They will be compared to patients receiving nivolumab in addition to temozolomide plus radiation therapy.,,https://clinicaltrials.gov/study/NCT02667587,chemotherapy; immunotherapy,Adult,Unclear,Unclear
NCT06598787,A Phase II Clinical Study to Evaluate the Efficacy and Safety of BL-B01D1 for Injection in Patients With Recurrent Glioblastoma,RECRUITING,['PHASE2'],INTERVENTIONAL,20,ESTIMATED,"Wenbin Li, PHD (Beijing Tiantan Hospital)",10/17/2024,2026-10,2026-10,"Sichuan Baili Pharmaceutical Co., Ltd.","Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",Recurrent Glioblastoma,BL-B01D1 for Injection,18 years,,ALL,"This is an open-label, multicenter, phase II study to evaluate the safety, efficacy, and pharmacokinetic characteristics of BL-B01D1 for Injection in patients with recurrent glioblastoma.",,https://clinicaltrials.gov/study/NCT06598787,,Adult,Unclear,Unclear
NCT06157541,Phase I/II Clinical Trial of Allogeneic Cytomegalovirus-specific T Cells in Combination With Pembrolizumab for Recurrent and Newly Diagnosed Glioblastoma Multiforme,RECRUITING,"['PHASE1', 'PHASE2']",INTERVENTIONAL,58,ESTIMATED,"Hui Gan, MBBS PhD; Rajiv Khanna, PhD (QIMR Berghofer Medical Research Institute); Mark Pinkham, BM BCh MA; Zarnie Lwin, MBBS; David Walker, MBBS PhD",2/8/2024,2028-01,2026-04,Queensland Institute of Medical Research,"CUREator; Merck Sharp & Dohme LLC; The Newro Foundation; Royal Brisbane and Women's Hospital; Princess Alexandra Hospital, Brisbane, Australia; Austin Hospital, Melbourne Australia","Glioblastoma Multiforme; Astrocytoma, Grade IV",Allogeneic cytomegalovirus-specific T cells; Pembrolizumab,18 years,,ALL,"The goal of this clinical trial is to test a combined therapy approach (allogeneic cytomegalovirus \[CMV\]-specific T cells and pembrolizumab) in patients with brain cancer. The type of brain cancer being studied is glioblastoma multiforme/astrocytoma grade 4.

The purpose of part 1 of this study is to determine the maximum-tolerated dose and/or recommended dose(s) for future exploration of allogeneic CMV-specific T cells as monotherapy or in combination with pembrolizumab in patients with recurrent GBM/astrocytoma grade 4. Part 2 of the study aims to investigate the anti-tumour activity of allogeneic CMV-specific T cells as monotherapy or in combination with pembrolizumab, assessed by magnetic resonance imaging and survival, in patients with recurrent or newly diagnosed GBM/grade 4 astrocytoma.","This is a multi-centre, non-randomised, open-label, dose escalation and expansion trial of allogeneic cytomegalovirus (CMV)-specific T cells as monotherapy and in combination with pembrolizumab in participants with recurrent and newly diagnosed glioblastoma multiforme (GBM)/astrocytoma grade 4. The trial will be conducted in two parts.

Part 1 is a single-arm, sequential 3+3 dose-escalation of allogeneic CMV-specific T cells as a monotherapy and in combination with a fixed dose of pembrolizumab to determine the recommended dose(s) for future exploration. Up to 18 participants will be recruited for part 1. Part 2 will involve two arms and will examine the clinical impact of the CMV-specific T cells as monotherapy and in combination with pembrolizumab. Forty participants will be recruited for part 2 - 20 with newly diagnosed GBM/astrocytoma grade 4 and 20 with recurrent GBM/astrocytoma grade 4.

Part 2 will only be initiated if the data and safety monitoring board (DSMB) determines that the proposed dose level(s) for future exploration are safe and well tolerated. Additional groups may be explored depending on emergent safety, pharmacodynamics and/or clinical efficacy data.

Following screening and enrolment, each participant will receive four weekly infusions (Q1W) of allogeneic CMV-specific T cells, followed by up to 18 infusions of pembrolizumab. Pembrolizumab infusions will commence seven days (±3 days) after the final T-cell infusion, and be administered every 6 weeks (Q6W). The total duration of participation for each participant is approximately 26 months.

Efficacy of the combination therapy will be evaluated according to the modified Response Assessment in Neuro-Oncology (RANO) and immunotherapy (i)RANO criteria, through radiographic imaging. For group A and group B the appropriate measures for progression-free survival (PFS), overall survival (OS), disease control rate and duration of response will be assessed.",https://clinicaltrials.gov/study/NCT06157541,imaging; immunotherapy,Adult,Primary,Unclear
NCT03170141,Immunogene-modified Antigen-specific T (IgT) Cells for the Treatment of Glioblastoma Multiforme,ENROLLING_BY_INVITATION,['PHASE1'],INTERVENTIONAL,30,ESTIMATED,"Lung-Ji Chang, PhD (Shenzhen Geno-Immune Medical Institute)",5/31/2017,12/31/2027,7/31/2027,Shenzhen Geno-Immune Medical Institute,,Glioblastoma Multiforme of Brain; Brain Cancer,Antigen-specific IgT cells,6 years,70 years,ALL,"This study aims to treat patients who have been diagnosed with brain cancer glioblastoma multiforme (GBM) including diffuse intrinsic pontine glioma (DIPG) and diffuse midline glioma (DMG). The treatment combines two different approaches to fight cancer: immune modulators and antigen-specific T cells. Immune checkpoint antibodies have been tested on various tumors with good outcomes. GBM is known to express increased levels of certain antigens that can be targeted by T cells including chimeric antigen receptor-modified T (CAR-T) cells and tumor antigen specific cytotoxic lymphocytes (CTLs). In this study, the gene-modified T cells specific for GBM antigens will be combined with immune modulatory gene-modified dendritic cells (DCs) as individualized treatment regimens to treat patients.","Background:

Glioblastoma multiforme (GBM) is the most dangerous and aggressive form of brain cancer. Chimeric antigen receptor (CAR)-modified T cells have been shown to mediate long-term durable remissions in recurrent or refractory hematopoietic malignancies, and thus the CAR-T therapy approach is also considered a promising treatment against GBM. Some surface antigens such as GD2 and CD56 have been targeted as potential GBM antigens. In addition, certain antigens are highly specific in GBM, such as epidermal growth factor receptor variant EGFRviii and metastasis related antigen CD44v6.

Tumor microenvironment is known to suppressive anti-cancer immune responses. Many immune checkpoint inhibitors have demonstrated marked anti-tumor activities. For example, CD276 is a member of the B7 family of immune checkpoint proteins, and CD276-specific CAR-T cell therapy have been considered a potential brain tumor microenvironment treatment. Besides immune checkpoint inhibitor antibodies, antigen-specific T cells modified with immune modulatory genes (IgT) such as genes encoding immune checkpoint inhibitors may be applied. Combination of tumor targeting and immune modulatory activities, the IgT cells could target both the tumor cells and the tumor microenvironment.",https://clinicaltrials.gov/study/NCT03170141,immunotherapy,Mixed,Metastatic,Unclear
NCT05095441,A Phase 1 Open-Label Study of Genetically Engineered Oncolytic HSV-1 (C5252) Expressing IL-12 and Anti-PD-1 Antibody in Patients With Recurrent or Progressive Glioblastoma,NOT_YET_RECRUITING,['PHASE1'],INTERVENTIONAL,51,ESTIMATED,,3/15/2023,4/30/2026,4/30/2023,ImmVira Pharma Co. Ltd,,Solid Tumor; Glioblastoma; Glioblastoma Multiforme; Glioblastoma Multiforme of Brain,C5252,18 years,,ALL,"This is a Phase 1 open label, first in human study of C5252 monotherapy designed to determine the safety and tolerability of a single intratumoral (IT) injection of C5252 in patients with recurrent or progressive glioblastoma (GBM).","This is a Phase 1 open label, first in human study of C5252 monotherapy designed to determine the safety and tolerability of a single IT injection of C5252 in patients with recurrent or progressive GBM. The Part 1 portion of the study is a 3+3 design to evaluate escalating doses of C5252. Total enrollment will depend on the toxicities and/or activity observed, with approximately 36 evaluable participants enrolled. Once the recommended dose (RD) is identified from Part 1, Part 2 Dose Expansion will enroll up to 15 additional participants to further assess the safety, tolerability, and preliminary efficacy of a single IT injection of C5252 monotherapy.",https://clinicaltrials.gov/study/NCT05095441,,Adult,Unclear,Unclear
NCT06613841,"Pilot Study to Evaluate Multitracer [18F]Fluciclovine and 18F-FDG PET, and Advanced MRI Methods at 7Tesla Metabolic Profiling of Glioblastoma",RECRUITING,['EARLY_PHASE1'],INTERVENTIONAL,15,ESTIMATED,"Ali Nabavizadeh, MD (University of Pensylvania); Ali Nabavizadeh, MD",5/1/2025,12/31/2026,10/1/2026,Abramson Cancer Center at Penn Medicine,,Glioblastoma; Recurrent Glioblastoma; Glioblastoma Multiforme of Brain,Fluciclovine F18,18 years,,ALL,"* To perform metabolic phenotyping of treatment naïve and recurrent GBM by multitracer \[18F\]Fluciclovine and 18F-FDG PET.
* To compare uptake measures of 18F-Fluciclovine and 18F-FDG and MRI quantification of glutamate and lactate levels to tumor tissue laboratory assays (RNA seq and proteomics) of glutamine/glutamate, glucose, and lactate metabolism.
* To perform metabolic phenotyping of treatment naïve and recurrent GBM by advanced MRI methods at 7 Tesla","Subjects with a new intra-axial brain mass that is consistent with glioblastoma (GBM) on brain MRI or post-treatment histologically or molecularly proven GBM who are suspected to have progression and are candidates for surgical resection according to standard of care may be eligible for this study.

Subjects will undergo approximately 45 minutes of dynamic PET/CT scanning after injection of 2 mCi (±20%) of 18F-Fluciclovine. The subject will have a 60-minute break after this initial scan session, they will be allowed to get off the scanner during this time and encouraged to stay hydrated and void as necessary. Subsequently, the subjects will undergo injection of up to 10 mCi of 18F-FDG followed by a static 20-minute scan approximately 60 minutes post injection. Subjects will have the option to undergo PET/CT imaging with 18F-Fluciclovine and 18F-FDG on separate days as long as the imaging happens within 7 business days. An optional 60-minute brain MRI without contrast will also be performed with the 7.0 Tesla MRI machine. The timing of the optional second PET scans will be within 7 business days of the baseline PET scans.

Positron emission tomography (PET/CT) imaging will be used to evaluate 18F-fluciclovine and 18F-FDG uptake in treatment naïve and recurrent GBM. Brain MR with Chemical Exchange Saturation Transfer (CEST) and MR spectroscopy (MRS) will be used to determine the glutamate and lactate levels. In addition, clinical brain MRI with and without contrast will be used to evaluate the tumor pre-operatively. This is a non-therapeutic trial in that imaging will not be used to direct treatment decisions.",https://clinicaltrials.gov/study/NCT06613841,imaging; surgery,Adult,Unclear,Surgery
NCT05100641,Randomized Phase 3 Trial of Standard Care Plus AV-GBM-1 vs Autologous Monocytes as Adjunctive Therapy Following Primary Surgery Plus Concurrent Radiation-temozolomide in Patients With Newly Diagnosed Glioblastoma,NOT_YET_RECRUITING,['PHASE3'],INTERVENTIONAL,672,ESTIMATED,,2024-01,2029-03,2028-03,"Aivita Biomedical, Inc.",,Primary Glioblastoma,AV-GBM-1; Autologous monocytes,18 years,,ALL,"This is a multi-center, double-blind, 2:1 randomized phase III trial to determine whether the addition of AV-GBM-1, a therapeutic, patient-specific dendritic cell vaccine, to standard therapy increases OS of patients with a recent diagnosis of primary GBM.

The intent is to enroll approximately 726 patients for tumor collection to enroll 690 who are eligible for treatment at the time of randomization and who have granted consent for participation. Because of the lack of toxicity, there are no restrictions related to performance status or blood tests at the time of treatment. The key endpoint is OS from date of first injection after RT/TMZ; secondary endpoints are PFS from date of first injection, and OS and PFS from date of randomization prior to RT/TMZ. Date of PFS will be determined by the principal investigator at each site.","This is a multi-center, double-blind, 2:1 randomized phase 3 trial to determine whether the addition of AV-GBM-1 to standard therapy increases OS of patients with a recent diagnosis of primary GBM.

Patients will sign two treatment-related consents, one for obtaining fresh tumor tissue at the time of craniotomy for the purpose of establishing a short-term tumor cell line and for awareness of subsequent leukapheresis procedure, and the other for randomization and participation in the randomized trial. As required for related medical procedures, patients will sign medical consents for craniotomy/tumor resection, and for leukapheresis to obtain monocytes for the MC control arm, or to manufacture DC.

Key eligibility criteria are (1) recovered from maximal safe surgical resection surgery from which a short-term cell culture has been established, (2) undergone leukapheresis prior to planned concurrent RT/TMZ, from which a sufficient number of MC have been derived, (3) screened, stratified and randomized prior to starting RT/TMZ. Patients will be stratified by age (70 years or greater or less than 70), KPS (90 or 100 vs 70 or 80), MGMT promotor-methylation (yes or no), and IDH-mutation status (mutated or wild-type), then randomized 2:1 (AV-GBM-1 vs MC control).

The final products will be manufactured while the patient is being treated with RT/TMZ. After recovery from RT/TMZ, one of the study agents, either the DC-ATA AV-GBM-1 or autologous MC control, will be administered weekly for three weeks just prior to starting adjuvant TMZ, and then every four weeks concurrently with, adjuvant TMZ or second-line therapy per managing physician. Both products are admixed with adjuvant 500 mcg of GM-CSF by a local pharmacist, just prior to each injection. The pharmacist, the patient, their health care givers and local research team will be masked as to whether the patient is receiving AV-GBM-1 or MC control, which are similar in appearance. Only the AIVITA manufacturing team will be aware of randomization so that the appropriate product can be manufactured per SOPs.

The first 3 weekly SC injections of study agent will be administered prior to beginning adjuvant or salvage temozolomide, temozolomide plus bevacizumab, or temozolomide plus tumor treating fields. Thereafter study agents will be injected about every 28 days for up to 18 additional vaccines (i.e. a total of 21 vaccines over 18 months from the start of investigational therapy. Depending on the number of study-agent doses available, additional leukaphereses and manufacturing of more study agent may be required if treatment is to continue up to 18 months from the start of therapy. In previous trials, 8 total injections were given over 6 months. In this trial up to 21 doses may be given over 18 months.

In previous trials each patient-specific batch of DC-ATA was divided into 10 aliquots, 8 of which were intended for injection. The range of cells was from 1 to over 30 million per aliquot. However, the clinical trials have consistently suggested that 1 to 2 million cells is a sufficient dose. Therefore, for this trial each patient-specific batch of DC-ATA will be divided into aliquots containing 2 million DC-ATA cells (prior to cryopreservation), and after the initial series of three weekly injections, subsequent injections will be administered up to 18 months from the first injection. If the product is used up, a cryopreserved cell line can be re-expanded and an additional leukapheresis procedure performed in order to make more AV-GBM-1 or MC control, if the patient and their physician wish to continue treatment. For those who were randomized to AV-GBM-1, a GBM cell culture would be re-established from a cryopreserved sample of the original cell line. If for some reason the cell line cannot be reestablished, then patients randomized to the AV-GBM-1 arm would receive injections of their monocytes with GM-CSF to preserve the double-blind conditions.

Patients who are confirmed to have experienced PD while on study must discontinue AV-GBM-1 treatment.

The intent is to enroll approximately 1,120 patients for tumor collection to have 672 patients who are eligible for treatment at the time of randomization and who have granted consent for participation. Because of the lack of toxicity, there are no restrictions related to performance status or blood tests at the time of treatment. The key endpoint is OS from date of randomization; secondary endpoints are OS and PFS from date of first injection. Date of PFS will be determined by the principal investigator at each site.",https://clinicaltrials.gov/study/NCT05100641,surgery; chemotherapy,Adult,Primary,Post-Surgery
